0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,postgres_cardinality,sql_query,actual_cardinality,XGB_cardinality,nn_cardinality
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3172762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 3172762",0,0.008230848,135.81258
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6337302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 6337302",3671,3671.005,2756.783
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1505369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old <= 1505369",3330,3329.9878,2762.28
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 2527",4079,4079.0232,3792.0435
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4829894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.population != 4829894",4079,4078.9775,3881.1467
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 3558",3558,3557.7993,2946.5515
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6802411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.gnp_old >= 6802411,1,0.99936694,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8604962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SELECT * FROM city WHERE city.population >= 8604962,7,7.0286136,1153.1693
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7884786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old >= 7884786",274,274.0124,1107.0836
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 1681",1681,1680.9982,2946.554
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4328923,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2531888,65,SELECT * FROM city WHERE city.population != 4328923 AND city.population > 2531888,66,66.00749,1953.9684
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,"SELECT * FROM city, country WHERE country_code = code AND city.id > 691",3388,3388.139,1317.1866
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,531648,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5161358,169,SELECT * FROM country WHERE country.gnp_old <= 531648 AND country.gnp_old < 5161358,168,168.0204,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5690503,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1127394,1,SELECT * FROM country WHERE country.gnp_old > 5690503 AND country.gnp_old != 1127394,1,1.0269014,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1197452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.gnp_old = 1197452,0,0.0,1.878058
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2668024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 2668024",3423,3423.1064,2762.033
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3989708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 3989708",3945,3944.984,3712.772
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1436,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5689255,4051,SELECT * FROM city WHERE city.id != 1436 AND city.population < 5689255,4058,4058.0176,3100.918
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 1312",1312,1312.026,2946.5547
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 1948",4079,4079.0254,3792.0442
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3252432,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3082,1,SELECT * FROM city WHERE city.population = 3252432 AND city.id = 3082,0,0.021895403,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,SELECT * FROM city WHERE city.id != 2058,4078,4077.9763,3778.1394
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5732598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,SELECT * FROM city WHERE city.population > 5732598,20,19.964062,1173.9789
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1626241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM city WHERE city.population = 1626241,0,0.0,19.53719
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 2387",2387,2387.131,2946.5532
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2965705,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,889263,177,SELECT * FROM country WHERE country.gnp_old > 2965705 OR country.gnp_old != 889263,178,177.98923,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4386229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,SELECT * FROM city WHERE city.population >= 4386229,27,26.992859,1159.2054
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,SELECT * FROM country WHERE country.capital != 3254,232,232.0321,1045.9493
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5927412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 5927412",3945,3944.9963,3709.9993
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 3631",311,310.91043,1191.9266
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3036414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"SELECT * FROM city, country WHERE country_code = code AND city.population > 3036414",46,46.081615,1300.2975
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9059416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 9059416",6,5.994958,1274.9799
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 15",1,1.0202972,152.8977
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8490089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"SELECT * FROM city, country WHERE country_code = code AND city.population > 8490089",8,7.8338137,1292.4943
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,SELECT * FROM country WHERE country.capital < 1379,73,72.98291,93.60412
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 3111",4078,4077.9207,3900.5986
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2087415,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3601,1,SELECT * FROM country WHERE country.gnp_old = 2087415 AND country.capital < 3601,0,0.04437684,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2171,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6461733,4079,SELECT * FROM city WHERE city.id < 2171 OR city.population != 6461733,4079,4079.0222,5073.2383
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6017011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3564532,3,SELECT * FROM country WHERE country.gnp_old > 6017011 OR country.gnp_old >= 3564532,2,1.9969689,1.878058
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5336887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old = 5336887",0,0.019418094,5.132681
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1809,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1385,2270,SELECT * FROM city WHERE city.id > 1809 AND city.id >= 1385,2270,2270.0002,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7752208,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1192,4075,SELECT * FROM city WHERE city.population <= 7752208 OR city.id >= 1192,4076,4075.9585,3191.1528
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 314",455,454.99692,2838.0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 1117",2715,2715.246,1191.9303
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3019694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"SELECT * FROM city, country WHERE country_code = code AND city.population > 3019694",46,46.021168,1300.3215
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10190702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 10190702",1,1.0126536,1273.3613
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 1882",4078,4077.9885,3900.6003
1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 3719",3768,3767.9507,2839.4119
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3675164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old >= 3675164",522,521.9991,1113.1068
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3718,674,SELECT * FROM city WHERE city.id < 676 AND city.id != 3718,675,675.0216,2616.5784
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 1108",1,1.0128386,152.89613
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7652867,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,406,1,SELECT * FROM country WHERE country.gnp_old > 7652867 AND country.capital > 406,1,1.0138127,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7047160,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2252121,223,SELECT * FROM country WHERE country.gnp_old <= 7047160 OR country.gnp_old <= 2252121,177,177.05498,14.056278
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 1571",1571,1570.8477,2946.5542
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4820960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.gnp_old = 4820960,0,0.0,1.878058
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 2087",4078,4078.0542,3900.6
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 501",3543,3542.9856,1191.9312
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1467287,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2324,74,SELECT * FROM country WHERE country.gnp_old < 1467287 AND country.capital < 2324,80,79.9539,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3351,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3425,74,SELECT * FROM city WHERE city.id > 3351 AND city.id <= 3425,74,74.02105,447.51917
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,"SELECT * FROM city, country WHERE country_code = code AND city.id > 3907",172,172.01338,1317.182
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2339073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old <= 2339073",3423,3423.0166,2761.0872
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 3478",1,0.9998331,152.89275
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9583705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM city WHERE city.population = 9583705,0,0.06228024,31.704441
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 1527",1,0.9932261,152.89554
