,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,actual_cardinality,postgres_cardinality,sql_query
14,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,819,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 703"
15,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,444,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 202"
16,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 3799"
17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8411897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,4068,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 8411897"
18,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1767797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,174,SELECT * FROM country WHERE country.gnp_old < 1767797
19,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,3021,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 3113"
20,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,167,SELECT * FROM city WHERE city.id > 3911
21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM country WHERE country.capital = 1523
22,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2109975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,SELECT * FROM country WHERE country.gnp_old > 2109975
23,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,SELECT * FROM country WHERE country.capital > 3100
24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4142849,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7988046,4079,4078,SELECT * FROM city WHERE city.population > 4142849 OR city.population != 7988046
25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 1571"
26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,4078,SELECT * FROM city WHERE city.id != 2691
27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,393,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,207,4078,4078,SELECT * FROM city WHERE city.id != 393 OR city.id = 207
28,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768,3874,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 3763"
29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3331225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,SELECT * FROM country WHERE country.gnp_old >= 3331225
30,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482,3721,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 3479"
31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,1060,SELECT * FROM city WHERE city.id <= 1060
32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4574450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.gnp_old = 4574450
33,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,1399,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 1598"
34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8306503,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009063,92,102,SELECT * FROM city WHERE city.population >= 8306503 OR city.population >= 2009063
35,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3561077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,34,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old >= 3561077"
36,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5178807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM country WHERE country.gnp_old > 5178807
37,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5822226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059,4054,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 5822226"
38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4422922,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3891,26,33,SELECT * FROM city WHERE city.population > 4422922 AND city.id != 3891
39,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4025874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old = 4025874"
40,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,85,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 3764"
41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,SELECT * FROM country WHERE country.capital >= 1292
42,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,416922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 416922"
43,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,642,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2268,1625,1626,SELECT * FROM city WHERE city.id > 642 AND city.id < 2268
44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1154,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1077,1,1,SELECT * FROM city WHERE city.id = 1154 AND city.id != 1077
45,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,205,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 3511"
46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2558388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,177,SELECT * FROM country WHERE country.gnp_old != 2558388
47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3273,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1148,160,160,SELECT * FROM country WHERE country.capital = 3273 OR country.capital > 1148
48,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4506416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old = 4506416"
49,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,910723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 910723"
50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,71337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993,3980,SELECT * FROM city WHERE city.population >= 71337
51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,825973,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,374862,15,20,SELECT * FROM country WHERE country.gnp_old >= 825973 OR country.gnp_old > 374862
52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7299852,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2204821,0,1,SELECT * FROM country WHERE country.gnp_old >= 7299852 AND country.gnp_old < 2204821
53,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2472231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,"SELECT * FROM city, country WHERE country_code = code AND city.population > 2472231"
54,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 3063"
55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM city WHERE city.id = 404
56,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 3992"
57,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,2634,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 1446"
58,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 3184"
59,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194,2194,"SELECT * FROM city, country WHERE country_code = code AND city.id > 1885"
60,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,3874,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 3778"
61,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6928082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,4060,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 6928082"
62,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7328183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,"SELECT * FROM city, country WHERE country_code = code AND city.population > 7328183"
63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,640,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3105,0,1,SELECT * FROM country WHERE country.capital = 640 AND country.capital > 3105
64,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 3447"
65,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 2278"
66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10403134,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,798,797,798,SELECT * FROM city WHERE city.population = 10403134 OR city.id < 798
67,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7265837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,"SELECT * FROM city, country WHERE country_code = code AND city.population > 7265837"
68,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,SELECT * FROM country WHERE country.capital > 3244
69,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3444241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 3444241"
70,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10320410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"SELECT * FROM city, country WHERE country_code = code AND city.population > 10320410"
71,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 700"
72,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6261820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,SELECT * FROM country WHERE country.gnp_old <= 6261820
73,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4074,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989215,92,89,SELECT * FROM city WHERE city.id < 4074 AND city.population > 1989215
74,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3711,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,155,19,17,SELECT * FROM country WHERE country.capital != 3711 AND country.capital < 155
75,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7970341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old > 7970341"
76,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6526975,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1492942,177,222,SELECT * FROM country WHERE country.gnp_old < 6526975 OR country.gnp_old < 1492942
77,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5491632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4058,4051,"SELECT * FROM city, country WHERE country_code = code AND city.population < 5491632"
78,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,SELECT * FROM country WHERE country.capital > 3848
79,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 972"
80,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,996203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,3843,SELECT * FROM city WHERE city.population < 996203
81,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 51"
82,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,95,SELECT * FROM country WHERE country.capital <= 2198
83,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,2543,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 1716"
84,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,461400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 461400"
85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1004688,234,234,SELECT * FROM city WHERE city.id >= 5 AND city.population >= 1004688
86,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5143943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 5143943"
87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3379611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,SELECT * FROM city WHERE city.population >= 3379611
88,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 657"
89,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,2999,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 1082"
90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,SELECT * FROM country WHERE country.capital <= 1854
91,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6095971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059,4055,SELECT * FROM city WHERE city.population <= 6095971
92,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,1119,"SELECT * FROM city, country WHERE country_code = code AND city.id < 1120"
93,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,3448,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 488"
94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3699433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4043,4042,SELECT * FROM city WHERE city.population <= 3699433
95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1680,2401,2400,SELECT * FROM city WHERE city.id = 154 OR city.id >= 1680
96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,177,SELECT * FROM country WHERE country.gnp_old != 9592
97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2288669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,4078,SELECT * FROM city WHERE city.population != 2288669
98,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1313,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3326,0,1,SELECT * FROM country WHERE country.capital <= 1313 AND country.capital >= 3326
99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10029899,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3693347,4079,4076,SELECT * FROM city WHERE city.population <= 10029899 OR city.population >= 3693347
100,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1589385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,2987,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old <= 1589385"
101,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,495,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 497"
102,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 852"
103,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 2428"
104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM city WHERE city.id = 1637
105,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2887,2887,"SELECT * FROM city, country WHERE country_code = code AND city.id > 1192"
106,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9702743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076,4075,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 9702743"
107,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,2082,"SELECT * FROM city, country WHERE country_code = code AND city.id < 2083"
108,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3353639,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,418,4041,4043,SELECT * FROM city WHERE city.population < 3353639 OR city.id < 418
109,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,531873,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3492,4013,4008,SELECT * FROM city WHERE city.population < 531873 OR city.id <= 3492
110,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6854542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,4058,SELECT * FROM city WHERE city.population < 6854542
111,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3970158,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,70797,45,45,SELECT * FROM country WHERE country.gnp_old = 3970158 OR country.gnp_old >= 70797
112,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5668732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 5668732"
113,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6990259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,178,SELECT * FROM country WHERE country.gnp_old <= 6990259
114,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5781607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,SELECT * FROM city WHERE city.population > 5781607
115,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3265065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 3265065"
116,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6486502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,SELECT * FROM city WHERE city.population >= 6486502
117,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2783,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3456,1296,1297,SELECT * FROM city WHERE city.id >= 2783 AND city.id != 3456
118,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,178,SELECT * FROM country WHERE country.capital <= 3141
119,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.capital = 1493
120,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,3016,"SELECT * FROM city, country WHERE country_code = code AND city.id > 1063"
121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,533678,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3235,4079,4079,SELECT * FROM city WHERE city.population != 533678 OR city.id < 3235
